state,district,year,quarter,transaction_count,transaction_amount,log_transaction_amount
West Bengal,jalpaiguri district,2022,4,4985758,9883942165.829044,23.014177273864746
West Bengal,purulia district,2022,4,5309487,7420912556.694953,22.727567872775772
West Bengal,north twenty four parganas district,2022,4,46582002,78365452742.73929,25.08464901340753
West Bengal,bankura district,2022,4,8198658,15272494867.569881,23.449319326496642
West Bengal,jhargram district,2022,4,1588756,2837724907.9590793,21.76626847968206
West Bengal,howrah district,2022,4,13350090,27937855668.57577,24.053248440141203
West Bengal,hooghly district,2022,4,13931352,27554087254.54938,24.039416719274605
West Bengal,kolkata district,2022,4,151040298,280225478481.87036,26.358860396347414
West Bengal,koch bihar district,2022,4,5840782,10966712638.506573,23.11813039809311
West Bengal,alipurduar district,2022,4,3941260,7985473027.04573,22.800889856438722
West Bengal,paschim bardhaman district,2022,4,17178715,29105384315.98274,24.094189022083285
West Bengal,nadia district,2022,4,12690126,28045682168.816303,24.05710052372628
West Bengal,birbhum district,2022,4,7617444,16146502753.00366,23.50496931542552
West Bengal,purba medinipur district,2022,4,14484229,33099490372.24874,24.22278372263231
West Bengal,maldah district,2022,4,12492746,27218606574.653137,24.02716664166372
West Bengal,darjiling district,2022,4,8827502,18016497295.004322,23.61455369154251
West Bengal,south twenty four parganas district,2023,1,28211385,61475192574.0,24.841899557617978
West Bengal,purba bardhaman district,2023,1,16305703,34063468086.0,24.25149132986876
West Bengal,uttar dinajpur district,2023,1,12176811,27228713682.0,24.027537903551906
West Bengal,kalimpong district,2023,1,658897,1296219170.0,20.982717534004358
West Bengal,murshidabad district,2023,1,29388371,73086314736.0,25.014906973275483
West Bengal,paschim medinipur district,2023,1,22338770,43484869208.0,24.495678880256815
West Bengal,dakshin dinajpur district,2023,1,4318328,9661360871.0,22.991400352267235
West Bengal,jalpaiguri district,2023,1,6897644,13230991164.0,23.305827730256482
West Bengal,purulia district,2023,1,9531841,12889527264.0,23.279680978671063
West Bengal,north twenty four parganas district,2023,1,82336235,134391026103.0,25.624019492746715
West Bengal,bankura district,2023,1,10304938,18960624285.0,23.665630259708017
West Bengal,jhargram district,2023,1,2708976,4837682507.0,22.299701622342575
West Bengal,howrah district,2023,1,23083776,47827266728.0,24.590861747469475
West Bengal,hooghly district,2023,1,23858120,46906829867.0,24.57142912797955
West Bengal,kolkata district,2023,1,58702328,107217313481.0,25.398123578904304
West Bengal,koch bihar district,2023,1,10456686,18946353910.0,23.664877344210506
West Bengal,alipurduar district,2023,1,5009411,9812275385.0,23.006900029194217
West Bengal,paschim bardhaman district,2023,1,22192434,34627175276.0,24.26790462336505
West Bengal,nadia district,2023,1,22167436,48250853413.0,24.599679351911774
West Bengal,birbhum district,2023,1,12478091,26060991086.0,23.98370543888695
West Bengal,purba medinipur district,2023,1,25649966,58534578130.0,24.792883495728134
West Bengal,maldah district,2023,1,20097255,44370339733.0,24.515837059148122
West Bengal,darjiling district,2023,1,10404942,19723215896.0,23.705062250766314
West Bengal,south twenty four parganas district,2023,2,33239786,68370869540.0,24.9482126869571
West Bengal,purba bardhaman district,2023,2,19202083,38238042557.0,24.367096735482622
West Bengal,uttar dinajpur district,2023,2,15152358,30998034157.0,24.157189625162722
West Bengal,kalimpong district,2023,2,830355,1598525835.0,21.192347688986043
West Bengal,murshidabad district,2023,2,35310718,82718719673.0,25.138711769757926
West Bengal,paschim medinipur district,2023,2,26646934,49071906041.0,24.616552529619703
West Bengal,dakshin dinajpur district,2023,2,5242715,10743780287.0,23.09759284621886
West Bengal,jalpaiguri district,2023,2,8628928,15244621609.0,23.447492596481677
West Bengal,purulia district,2023,2,11504072,14258121172.0,23.380592488203014
West Bengal,north twenty four parganas district,2023,2,96628528,151571700376.0,25.74432461975418
West Bengal,bankura district,2023,2,12236326,21054538356.0,23.77038197274406
West Bengal,jhargram district,2023,2,3162650,5182564318.0,22.368565813002792
West Bengal,howrah district,2023,2,27156689,53521241869.0,24.70334445634621
West Bengal,hooghly district,2023,2,27753013,52098664362.0,24.676405149350252
West Bengal,kolkata district,2023,2,67649153,116559452847.0,25.48166730465625
West Bengal,koch bihar district,2023,2,13234951,22602389896.0,23.84132148528863
West Bengal,alipurduar district,2023,2,6075500,11210432870.0,23.14011068800395
West Bengal,paschim bardhaman district,2023,2,26104521,38880657302.0,24.383762722337103
West Bengal,nadia district,2023,2,26194658,54103857184.0,24.714171317577094
West Bengal,birbhum district,2023,2,14912523,29413124481.0,24.1047068226317
West Bengal,purba medinipur district,2023,2,30724502,65958992755.0,24.912299063993622
West Bengal,maldah district,2023,2,24677357,52186214308.0,24.678084203258805
West Bengal,darjiling district,2023,2,13049366,23728655177.0,23.88994923398034
West Bengal,south twenty four parganas district,2023,3,38719555,71124947936.0,24.987703997399667
West Bengal,purba bardhaman district,2023,3,22072496,40249779056.0,24.418370351528836
West Bengal,uttar dinajpur district,2023,3,17228585,31108601762.0,24.160750201908584
West Bengal,kalimpong district,2023,3,861395,1489802436.0,21.121909355495152
West Bengal,murshidabad district,2023,3,41360216,85165951696.0,25.16786756293966
West Bengal,paschim medinipur district,2023,3,30418455,50431768074.0,24.643887132404593
West Bengal,dakshin dinajpur district,2023,3,5956574,10882569492.0,23.110428217127286
West Bengal,jalpaiguri district,2023,3,9828964,15661399493.0,23.474464890948987
West Bengal,purulia district,2023,3,12670688,14534562393.0,23.39979526345208
West Bengal,north twenty four parganas district,2023,3,113910456,166844566801.0,25.8403284782453
West Bengal,bankura district,2023,3,13560019,22062317303.0,23.817136890767113
West Bengal,jhargram district,2023,3,3639058,5404528277.0,22.410503009113256
West Bengal,howrah district,2023,3,31734226,58002367148.0,24.7837496595738
West Bengal,hooghly district,2023,3,32021392,56242231460.0,24.752933761133242
West Bengal,kolkata district,2023,3,80296436,130109928950.0,25.591645537392935
West Bengal,koch bihar district,2023,3,15025747,22741353251.0,23.847450833260698
West Bengal,alipurduar district,2023,3,6927808,11535607766.0,23.168704416130797
West Bengal,paschim bardhaman district,2023,3,30585672,43403489161.0,24.493805670259018
West Bengal,nadia district,2023,3,30146530,57878690097.0,24.781615107112895
West Bengal,birbhum district,2023,3,17597047,30907366591.0,24.154260393472697
West Bengal,purba medinipur district,2023,3,34244893,68137175692.0,24.94478879972908
West Bengal,maldah district,2023,3,28539407,52997655875.0,24.693513520765695
West Bengal,darjiling district,2023,3,14747572,24631945672.0,23.927310042020547
West Bengal,south twenty four parganas district,2023,4,46005273,84336068028.0,25.158075463701415
West Bengal,purba bardhaman district,2023,4,25307278,46222754762.0,24.55673804111999
West Bengal,uttar dinajpur district,2023,4,20875132,39402567832.0,24.397096824553
West Bengal,kalimpong district,2023,4,1020977,1773275202.0,21.296094070831412
West Bengal,murshidabad district,2023,4,50879757,105157575181.0,25.378725778174044
West Bengal,paschim medinipur district,2023,4,35655256,59683038663.0,24.812313707497488
West Bengal,dakshin dinajpur district,2023,4,7166857,13485333009.0,23.324868488079318
West Bengal,jalpaiguri district,2023,4,12000864,18745844513.0,23.65423793888018
West Bengal,purulia district,2023,4,15423000,17556222940.0,23.588674307541165
West Bengal,north twenty four parganas district,2023,4,128343164,186466249070.0,25.951516089524524
West Bengal,bankura district,2023,4,16137559,25680272158.0,23.968988913803912
West Bengal,jhargram district,2023,4,4442766,6518245508.0,22.597871082961106
West Bengal,howrah district,2023,4,36819833,66863193097.0,24.92591447476987
West Bengal,hooghly district,2023,4,36891845,64164679961.0,24.88471873989565
West Bengal,kolkata district,2023,4,89301671,144473684080.0,25.696363210827062
West Bengal,koch bihar district,2023,4,18739153,27323770490.0,24.03102287424187
West Bengal,alipurduar district,2023,4,8527730,13961721747.0,23.359585261059532
West Bengal,paschim bardhaman district,2023,4,35429318,49952764850.0,24.63434369288146
West Bengal,nadia district,2023,4,36242432,68795681276.0,24.954406807778827
West Bengal,birbhum district,2023,4,20708496,36904986734.0,24.331612520731973
West Bengal,purba medinipur district,2023,4,40572042,79819903794.0,25.103038731291907
West Bengal,maldah district,2023,4,34654950,64167285922.0,24.884759352707626
West Bengal,darjiling district,2023,4,16807885,27939857261.0,24.053320082029177
West Bengal,south twenty four parganas district,2024,1,53004493,99042908092.0,25.318819008264622
West Bengal,purba bardhaman district,2024,1,29112050,54236396915.0,24.716618049832256
West Bengal,uttar dinajpur district,2024,1,24806653,44846128146.0,24.526503092783745
West Bengal,kalimpong district,2024,1,1127483,1866121463.0,21.347128030500677
West Bengal,murshidabad district,2024,1,62785121,130645143561.0,25.59575065686357
West Bengal,paschim medinipur district,2024,1,40845488,69400103434.0,24.963154194875926
West Bengal,dakshin dinajpur district,2024,1,8558037,15811108314.0,23.483978587861287
West Bengal,jalpaiguri district,2024,1,13958608,21215471269.0,23.7779965293535
West Bengal,purulia district,2024,1,18097594,21331710482.0,23.783460557635046
West Bengal,north twenty four parganas district,2024,1,139181072,203076605812.0,26.036849113339546
West Bengal,bankura district,2024,1,18472738,30531284243.0,24.14201770779375
West Bengal,jhargram district,2024,1,5248678,7755060539.0,22.771611440120843
West Bengal,howrah district,2024,1,41536962,75162392138.0,25.04291683827365
West Bengal,hooghly district,2024,1,40874089,71315720048.0,24.990382617610642
West Bengal,kolkata district,2024,1,93663346,150555656616.0,25.737598664180595
West Bengal,koch bihar district,2024,1,22423422,31912945769.0,24.186277587924092
West Bengal,alipurduar district,2024,1,10027099,15502785319.0,23.464285542792364
West Bengal,paschim bardhaman district,2024,1,39077640,54020156731.0,24.712623086676533
West Bengal,nadia district,2024,1,42154481,79030136775.0,25.093095094846348
West Bengal,birbhum district,2024,1,24812300,46400251550.0,24.560570717521685
West Bengal,purba medinipur district,2024,1,46212626,92373546681.0,25.24910648328452
West Bengal,maldah district,2024,1,42299563,76716033762.0,25.063376568622665
West Bengal,darjiling district,2024,1,18129044,29277839174.0,24.100096724648232
West Bengal,south twenty four parganas district,2024,2,61589198,105436946986.0,25.38137895230227
West Bengal,purba bardhaman district,2024,2,34313558,58685060691.0,24.795451028697503
West Bengal,uttar dinajpur district,2024,2,31010590,52602756000.0,24.686034350773756
West Bengal,kalimpong district,2024,2,1402263,2142589323.0,21.48528089904906
West Bengal,murshidabad district,2024,2,77009854,145354999479.0,25.702444859506993
West Bengal,paschim medinipur district,2024,2,47935332,75667036301.0,25.04960845079623
West Bengal,dakshin dinajpur district,2024,2,10295631,17795407559.0,23.602206258708954
West Bengal,jalpaiguri district,2024,2,16459301,23724646268.0,23.88978027170006
West Bengal,purulia district,2024,2,20587669,22516482429.0,23.837513430415655
West Bengal,north twenty four parganas district,2024,2,158661426,219127154148.0,26.11291801082517
West Bengal,bankura district,2024,2,21607057,32295677780.0,24.198199243391297
West Bengal,jhargram district,2024,2,6015281,8182939206.0,22.825317239281606
West Bengal,howrah district,2024,2,48742679,79695880310.0,25.101483731456796
West Bengal,hooghly district,2024,2,47725642,77285792203.0,25.070775974921915
West Bengal,kolkata district,2024,2,104070161,154160580621.0,25.761260627405054
West Bengal,koch bihar district,2024,2,26774127,38140995916.0,24.364555548917256
West Bengal,alipurduar district,2024,2,11902491,17200975804.0,23.56823195200541
West Bengal,paschim bardhaman district,2024,2,45491171,58368687471.0,24.790045409563565
West Bengal,nadia district,2024,2,49543213,85889425747.0,25.176326558801623
West Bengal,birbhum district,2024,2,29485233,49694427747.0,24.62915864601685
West Bengal,purba medinipur district,2024,2,55342585,98897892001.0,25.317353760909093
West Bengal,maldah district,2024,2,52271735,90432057728.0,25.22786466237743
West Bengal,darjiling district,2024,2,22244510,34045403846.0,24.25096087796402
West Bengal,south twenty four parganas district,2024,3,65958583,104164399421.0,25.369236251669086
West Bengal,purba bardhaman district,2024,3,38201888,60614351529.0,24.827797525910714
West Bengal,uttar dinajpur district,2024,3,32622801,51136188340.0,24.65775827022252
West Bengal,kalimpong district,2024,3,1627993,2240913021.0,21.530149218874552
West Bengal,murshidabad district,2024,3,82886215,140730755678.0,25.670114367648424
West Bengal,paschim medinipur district,2024,3,51088782,73637199420.0,25.022416161911842
West Bengal,dakshin dinajpur district,2024,3,11145616,17635998234.0,23.593208004362715
West Bengal,jalpaiguri district,2024,3,18257547,24206110910.0,23.909870955215474
West Bengal,purulia district,2024,3,21421139,22705327578.0,23.84586542900731
